conm,conml,Year_Last,weburl,loc,tic
INSTEEL INDUSTRIES,Insteel Industries Inc,2021,www.insteel.com,USA,IIIN
EXXON MOBIL CORP,Exxon Mobil Corp,2021,corporate.exxonmobil.com,USA,XOM
FMC CORP,FMC Corp.,2021,www.fmc.com,USA,FMC
NEXTERA ENERGY INC,NextEra Energy Inc,2021,www.nexteraenergy.com,USA,NEE
FAMILY DOLLAR STORES,Family Dollar Stores Inc.,2021,www.familydollar.com,USA,FDO
FARMER BROTHERS CO,Farmer Brothers Co,2021,www.farmerbros.com,USA,FARM
FEDEX CORP,FedEx Corp.,2021,www.fedex.com,USA,FDX
FEDERAL-MOGUL HOLDINGS CORP,Federal-Mogul Holdings Corp,2021,www.federalmogul.com,USA,FDML
FEDERAL NATIONAL MORTGA ASSN,Federal National Mortgage Association,2021,www.fanniemae.com,USA,FNMA
FEDERAL REALTY INVESTMENT TR,Federal Realty Investment Trust,2021,www.federalrealty.com,USA,FRT
FEDERAL SCREW WORKS,Federal Screw Works,2021,www.federalscrewworks.com,USA,FSCR
FEDERAL SIGNAL CORP,Federal Signal Corp.,2021,www.federalsignal.com,USA,FSS
MACY'S INC,Macy's Inc,2021,www.macysinc.com,USA,M
FERRO CORP,Ferro Corp.,2021,www.ferro.com,USA,FOE
CALADRIUS BIOSCIENCES INC,Caladrius Biosciences Inc,2021,www.caladrius.com,USA,CLBS
FIFTH THIRD BANCORP,Fifth Third Bancorp,2021,www.53.com,USA,FITB
INTERACTIVE DATA HLDGS -REDH,Interactive Data Holdings Corp,2021,www.theice.com/market-data,USA,IDC
REGIONS FINANCIAL CORP,Regions Financial Corp,2021,www.regions.com,USA,RF
TRUSTMARK CORP,Trustmark Corp,2021,www.trustmark.com,USA,TRMK
FIRST CITIZENS BANCSH  -CL A,First Citizens BancShares Inc,2021,www.firstcitizens.com,USA,FCNCA
M & T BANK CORP,M&T Bank Corp,2021,www3.mtb.com,USA,MTB
FIRST HARTFORD CORP,First Hartford Corp,2021,www.firsthartford.com,USA,FHRT
US BANCORP,U.S. Bancorp,2021,www.usbank.com,USA,USB
FIRST HORIZON CORP,First Horizon Corp,2021,www.firsthorizon.com,USA,FHN
FLANIGANS ENTERPRISES INC,Flanigan's Enterprises Inc.,2021,www.flanigans.net,USA,BDL
FLEXSTEEL INDUSTRIES INC,Flexsteel Industries Inc,2021,www.flexsteel.com,USA,FLXS
FLORIDA POWER & LIGHT CO,Florida Power & Light Co,2021,www.fpl.com,USA,FPL1
FLOWERS FOODS INC,Flowers Foods Inc.,2021,www.flowersfoods.com,USA,FLO
FLUOR CORP,Fluor Corp,2021,www.fluor.com,USA,FLR
FONAR CORP,Fonar Corp,2021,www.fonar.com,USA,FONR
FORD MOTOR CO,Ford Motor Co,2021,www.ford.com,USA,F
FORD MOTOR CREDIT CO LLC,Ford Motor Credit Co LLC,2021,www.ford.com/finance,USA,F1
FOREST CITY REALTY TRUST INC,Forest City Realty Trust Inc,2021,www.forestcity.net,USA,FCE.A
FOSTER (LB) CO,L.B. Foster Co,2021,www.lbfoster.com,USA,FSTR
FRANKLIN ELECTRIC CO INC,Franklin Electric Co Inc,2021,www.franklin-electric.com,USA,FELE
FRANKLIN RESOURCES INC,Franklin Resources Inc,2021,www.franklinresources.com,USA,BEN
FREQUENCY ELECTRONICS INC,Frequency Electronics Inc.,2021,freqelec.com,USA,FEIM
FRIEDMAN INDUSTRIES INC,Friedman Industries Inc,2021,www.friedmanindustries.com,USA,FRD
FRISCH'S RESTAURANTS INC,Frisch's Restaurants Inc.,2021,www.frischs.com,USA,FRS
FULLER (H. B.) CO,H.B. Fuller Co.,2021,www.hbfuller.com,USA,FUL
G&K SERVICES INC  -CL A,G&K Services Inc,2021,www.gkservices.com,USA,GK.2
GATX CORP,GATX Corp.,2021,www.gatx.com,USA,GATX
ARTHUR J GALLAGHER & CO,Arthur J. Gallagher & Co.,2021,www.ajg.com,USA,AJG
TEGNA INC,TEGNA Inc,2021,www.tegna.com,USA,TGNA
GAP INC,Gap Inc,2021,www.gapinc.com,USA,GPS
AEROJET ROCKETDYNE HOLDINGS,Aerojet Rocketdyne Holdings Inc,2021,www.aerojetrocketdyne.com,USA,AJRD
GENERAL AMERICAN INVESTORS,General American Investors Co Inc,2021,www.generalamericaninvestors.com,USA,GAM
GENERAL DYNAMICS CORP,General Dynamics Corp,2021,www.gd.com,USA,GD
GENERAL ELECTRIC CO,General Electric Co,2021,www.ge.com,USA,GE
GEE GROUP INC,GEE Group Inc,2021,www.geegroup.com,USA,JOB
GENERAL MILLS INC,General Mills Inc.,2021,www.generalmills.com,USA,GIS
ALLY FINANCIAL INC,Ally Financial Inc,2021,www.ally.com,USA,ALLY
GENERAL MOTORS CO,General Motors Co,2021,www.gm.com,USA,GM
SPX CORP,SPX Corp,2021,www.spx.com,USA,SPXC
GENESCO INC,Genesco Inc.,2021,genesco.com,USA,GCO
GENTEX CORP,Gentex Corporation,2021,www.gentex.com,USA,GNTX
GENUINE PARTS CO,Genuine Parts Co,2021,www.genpt.com,USA,GPC
GEORGIA POWER,Georgia Power Co,2021,www.georgiapower.com,USA,SO2
GETTY REALTY CORP,Getty Realty Corp.,2021,www.gettyrealty.com,USA,GTY
GIGA-TRONICS INC,Giga-Tronics Inc,2021,gigatronics.com,USA,GIGA
GLATFELTER CORP,Glatfelter Corp,2021,www.glatfelter.com,USA,GLT
GOLD RESERVE INC,Gold Reserve Inc,2021,www.goldreserveinc.com,USA,GDRZF
GOLDEN ENTERPRISES,Golden Enterprises Inc,2021,www.goldenflake.com,USA,GLDC
GOLDFIELD CORP,Goldfield Corp (The),2021,www.goldfieldcorp.com,USA,GV
GOODYEAR TIRE & RUBBER CO,Goodyear Tire & Rubber Co,2021,www.goodyear.com,USA,GT
GORMAN-RUPP CO,Gorman-Rupp Co (The),2021,www.gormanrupp.com,USA,GRC
KYTHERA BIOPHARMA INC,KYTHERA Biopharmaceuticals Inc,2021,www.kythera.com,USA,KYTH
COLE REAL ESTATE INCM STRTGY,Cole Real Estate Income Strategy (Daily NAV) Inc,2021,www.cimgroup.com,USA,6283B
GRACE (W R) & CO,Grace (W R) & Co,2021,www.grace.com,USA,GRA
GRACO INC,Graco Inc.,2021,www.graco.com,USA,GGG
GRAHAM CORP,Graham Corp,2021,www.graham-mfg.com,USA,GHM
GRAINGER (W W) INC,Grainger (W.W.) Inc,2021,www.grainger.com,USA,GWW
GRAY TELEVISION INC,Gray Television Inc.,2021,www.gray.tv,USA,GTN
GRAYBAR ELECTRIC CO INC,Graybar Electric Co Inc,2021,www.graybar.com,USA,1737B
GREAT NORTHERN IRON ORE PPTY,Great Northern Iron Ore Properties,2021,www.gniop.com,USA,GNI
PHOENIX FOOTWEAR GROUP INC,Phoenix Footwear Group Inc.,2021,www.phoenixfootwear.com,USA,PXFG
GREIF INC  -CL A,Greif Inc.,2021,www.greif.com,USA,GEF
MONEYGRAM INTERNATIONAL INC,MoneyGram International Inc,2021,corporate.moneygram.com,USA,MGI
GULFMARK OFFSHORE INC,GulfMark Offshore Inc,2021,www.gulfmark.com,USA,GLF
GYRODYNE LLC,Gyrodyne LLC,2021,www.gyrodyne.com,USA,GYRO
HMG COURTLAND PROPERTIES,HMG/Courtland Properties Inc.,2021,www.hmgcourtland.com,USA,HMG
HALLIBURTON CO,Halliburton Co,2021,www.halliburton.com,USA,HAL
HANCOCK (JOHN) INCOME SEC,Hancock (John) Income Securities Trust,2021,www.jhinvestments.com,USA,JHS
HKN INC,HKN Inc,2021,www.hkninc.com,USA,HKNI
L3HARRIS TECHNOLOGIES INC,L3Harris Technologies Inc,2021,www.l3harris.com,USA,LHX
HARSCO CORP,Harsco Corp,2021,www.harsco.com,USA,HSC
HASBRO INC,Hasbro Inc.,2021,www.hasbro.com,USA,HAS
ALLIED MOTION TECHNOLOGIES,Allied Motion Technologies Inc,2021,www.alliedmotion.com,USA,AMOT
HAVERTY FURNITURE,Haverty Furniture Cos Inc,2021,www.havertys.com,USA,HVT
HAWAIIAN ELECTRIC CO,Hawaiian Electric Co,2021,www.hawaiianelectric.com,USA,HE1
HAWAIIAN ELECTRIC INDS,Hawaiian Electric Industries Inc.,2021,www.hei.com,USA,HE
HAWKINS INC,Hawkins Inc,2021,www.hawkinsinc.com,USA,HWKN
HEALTHCARE SERVICES GROUP,Healthcare Services Group Inc,2021,www.hcsgcorp.com,USA,HCSG
WELLTOWER INC,Welltower Inc,2021,www.welltower.com,USA,WELL
STERLING CONSTRUCTION CO INC,Sterling Construction Co Inc,2021,www.strlco.com,USA,STRL
HECLA MINING CO,Hecla Mining Co,2021,www.hecla-mining.com,USA,HL
HEICO CORP,HEICO Corp,2021,www.heico.com,USA,HEI
KRAFT HEINZ CO,The Kraft Heinz Co,2021,www.kraftheinzcompany.com,USA,KHC
HELEN OF TROY LTD,Helen of Troy Ltd,2021,www.helenoftroy.com,USA,HELE
HELMERICH & PAYNE,Helmerich & Payne Inc.,2021,www.hpinc.com,USA,HP
HERSHEY CO,Hershey Co (The),2021,www.thehersheycompany.com,USA,HSY
HERTZ GLOBAL HOLDINGS INC,Hertz Global Holdings Inc,2021,www.hertz.com,USA,HTZ
HP INC,HP Inc,2021,www.hp.com,USA,HPQ
HEXCEL CORP,Hexcel Corp,2021,www.hexcel.com,USA,HXL
CRAWFORD UNITED CORP,Crawford United Corp,2021,www.crawfordunited.com,USA,CRAWA
HILL-ROM HOLDINGS INC,Hill-Rom Holdings Inc,2021,www.hillrom.com,USA,HRC
HILTON WORLDWIDE HOLDINGS,Hilton Worldwide Holdings Inc,2021,www.hilton.com,USA,HLT
HF SINCLAIR CORP,HF Sinclair Corp,2021,www.hfsinclair.com,USA,DINO
PINNACLE ENTERTAINMENT INC,Pinnacle Entertainment Inc.,2021,www.pnk.com,USA,PNK
HOME DEPOT INC,Home Depot Inc. (The),2021,www.homedepot.com,USA,HD
HOMEFED CORP,Homefed Corp,2021,www.homefedcorporation.com,USA,HOFD
HNI CORP,HNI Corp,2021,www.hnicorp.com,USA,HNI
HOOPER HOLMES INC,Hooper Holmes Inc.,2021,www.provanthealth.com,USA,HPHWQ
HORMEL FOODS CORP,Hormel Foods Corp,2021,www.hormelfoods.com,USA,HRL
STARWOOD HOTELS&RESORTS WRLD,Starwood Hotels & Resorts Worldwide Inc.,2021,www.starwood.com,USA,HOT
HSBC FINANCE CORP,HSBC Finance Corp,2021,www.us.hsbc.com,USA,HBC1
CENTERPOINT ENERGY INC,CenterPoint Energy Inc.,2021,www.centerpointenergy.com,USA,CNP
HOVNANIAN ENTRPRS INC  -CL A,Hovnanian Enterprises Inc.,2021,www.khov.com,USA,HOV
URSTADT BIDDLE PROPERTIES,Urstadt Biddle Properties Inc.,2021,www.ubproperties.com,USA,UBA
HUBBELL INC,Hubbell Inc,2021,www.hubbell.com,USA,HUBB
HUNT (JB) TRANSPRT SVCS INC,J.B. Hunt Transport Services Inc.,2021,www.jbhunt.com,USA,JBHT
HUNTINGTON BANCSHARES,Huntington Bancshares Inc,2021,www.huntington.com,USA,HBAN
HURCO COS INC,Hurco Cos Inc,2021,www.hurco.com,USA,HURC
HUTCHINSON TECHNOLOGY INC,Hutchinson Technology Inc,2021,www.htch.com,USA,HTCH
HUTTIG BUILDING PRODUCTS INC,Huttig Building Products Inc,2021,www.huttig.com,USA,HBP
IEC ELECTRONICS CORP,IEC Electronics Corp,2021,www.iec-electronics.com,USA,IEC
BBX CAPITAL CORP,BBX Capital Corp,2021,www.bvhcorp.com,USA,BBX
ITT INC,ITT Inc,2021,www.itt.com,USA,ITT
RAYONIER INC,Rayonier Inc.,2021,www.rayonier.com,USA,RYN
IDACORP INC,IDACORP Inc.,2021,www.idacorpinc.com,USA,IDA
ILLINOIS TOOL WORKS,Illinois Tool Works Inc.,2021,www.itw.com,USA,ITW
TELIGENT INC,Teligent Inc,2021,www.teligent.com,USA,TLGTQ
IMMUNOMEDICS INC,Immunomedics Inc,2021,www.immunomedics.com,USA,IMMU
INDIANA MICHIGAN POWER CO,Indiana Michigan Power Co,2021,www.indianamichiganpower.com,USA,AEP2
VECTREN CORP,Vectren Corp,2021,www.vectren.com,USA,VVC
IEH CORP,IEH Corp,2021,www.iehcorp.com,USA,IEHC
RYERSON HOLDING CORP,Ryerson Holding Corp,2021,www.ryerson.com,USA,RYI
AEGION CORP,Aegion Corp,2021,www.aegion.com,USA,AEGN
GRIFFON CORP,Griffon Corp.,2021,www.griffon.com,USA,GFF
INTEL CORP,Intel Corp,2021,www.intel.com,USA,INTC
CORECARD CORPORATION,CoreCard Corporation,2021,www.corecard.com,USA,CCRD
INRAD OPTICS INC,Inrad Optics Inc,2021,www.inradoptics.com,USA,INRD
INTERFACE INC,Interface Inc,2021,www.interface.com,USA,TILE
PURESAFE WATER SYSTEMS INC,PureSafe Water Systems Inc,2021,www.puresafewatersystems.com,USA,PSWS
INTL BUSINESS MACHINES CORP,International Business Machines Corp,2021,www.ibm.com,USA,IBM
INTL FLAVORS & FRAGRANCES,International Flavors & Fragrances Inc,2021,www.iff.com,USA,IFF
NAVISTAR INTERNATIONAL CORP,Navistar International Corp,2021,www.navistar.com,USA,NAV
INTL GAME TECHNOLOGY,International Game Technology,2021,www.igt.com,USA,IGT.1
INTERDIGITAL INC,InterDigital Inc,2021,www.interdigital.com,USA,IDCC
INTL PAPER CO,International Paper Co,2021,www.internationalpaper.com,USA,IP
INTL RECTIFIER CORP,International Rectifier Corp,2021,www.irf.com,USA,IRF
INTL SHIPHOLDING CORP,International Shipholding Corp,2021,www.intship.com,USA,ISHCQ
INTERPUBLIC GROUP OF COS,Interpublic Group of Cos Inc (The),2021,www.interpublic.com,USA,IPG
INVACARE CORP,Invacare Corp,2021,www.invacare.com,USA,IVC
IPALCO ENTERPRISES INC,IPALCO Enterprises Inc.,2021,www.aesindiana.com,USA,AES4
ISRAMCO INC,Isramco Inc,2021,www.isramcousa.com,USA,ISRL
ANIXTER INTL INC,Anixter International Inc,2021,www.anixter.com,USA,AXE
JACOBS ENGINEERING GROUP INC,Jacobs Engineering Group Inc.,2021,www.jacobs.com,USA,J
EMCOR GROUP INC,EMCOR Group Inc.,2021,www.emcorgroup.com,USA,EME
JEFFERIES GROUP LLC,Jefferies Group LLC,2021,www.jefferies.com/JefferiesGroup,USA,LUK2
JERSEY CENTRAL POWER & LIGHT,Jersey Central Power & Light,2021,www.firstenergycorp.com,USA,GPU3
JOHNSON & JOHNSON,Johnson & Johnson,2021,www.jnj.com,USA,JNJ
KLA CORP,KLA Corp,2021,www.kla.com,USA,KLAC
SEARS HOLDINGS CORP,Sears Holdings Corp,2021,www.searsholdings.com,USA,SHLDQ
KINDER MORGAN INC,Kinder Morgan Inc.,2021,www.kindermorgan.com,USA,KMI
PRIMEENERGY RESOURCES CORP,Primeenergy Resources Corp,2021,www.primeenergy.com,USA,PNRG
KAMAN CORP,Kaman Corp,2021,www.kaman.com,USA,KAMN
FURMANITE CORP,Furmanite Corp,2021,www.furmanite.com,USA,FRM
KANSAS CITY LIFE INS CO,Kansas City Life Insurance Co,2021,www.kclife.com,USA,KCLI
KANSAS CITY SOUTHERN,Kansas City Southern,2021,www.kcsouthern.com,USA,KSU
EVERGY INC,EVERGY INC,2021,www.evergyinc.com,USA,EVRG
KATY INDUSTRIES INC,Katy Industries Inc,2021,www.americanplasticsllc.com,USA,KATYQ
KELLOGG CO,Kellogg Co,2021,www.kelloggcompany.com,USA,K
KELLY SERVICES INC  -CL A,Kelly Services Inc.,2021,www.kellyservices.com,USA,KELYA
KENNAMETAL INC,Kennametal Inc.,2021,www.kennametal.com,USA,KMT
INVESTORS HERITAGE CAP CORP,Investors Heritage Capital Corp,2021,www.ihlic.com,USA,IHRC
KENTUCKY POWER,Kentucky Power,2021,www.kentuckypower.com,USA,AEP4
KEWAUNEE SCIENTIFIC CORP,Kewaunee Scientific Corp,2021,www.kewaunee.com,USA,KEQU
KEY TRONIC CORP,Key Tronic Corp,2021,www.keytronic.com,USA,KTCC
KIMBALL INTERNATIONAL  -CL B,Kimball International Inc,2021,www.kimballinternational.com,USA,KBAL
KIMBERLY-CLARK CORP,Kimberly-Clark Corp,2021,www.kimberly-clark.com,USA,KMB
KIRBY CORP,Kirby Corp,2021,kirbycorp.com,USA,KEX
KOSS CORP,Koss Corp,2021,www.koss.com,USA,KOSS
KREISLER MANUFACTURING CORP,Kreisler Manufacturing Corp,2021,www.kreislermfg.com,USA,KRSL
KROGER CO,Kroger Co. (The),2021,www.thekrogerco.com,USA,KR
LSI INDUSTRIES INC,LSI Industries Inc,2021,www.lsicorp.com,USA,LYTS
LSB INDUSTRIES INC,LSB Industries Inc,2021,www.lsbindustries.com,USA,LXU
XCERRA CORP,Xcerra Corp,2021,www.xcerra.com,USA,XCRA
LA-Z-BOY INC,La-Z-Boy Inc,2021,www.la-z-boy.com,USA,LZB
SPIRE INC,Spire Inc,2021,www.spireenergy.com,USA,SR
LAM RESEARCH CORP,Lam Research Corp,2021,www.lamresearch.com,USA,LRCX
LANCASTER COLONY CORP,Lancaster Colony Corp,2021,www.lancastercolony.com,USA,LANC
SNYDERS-LANCE INC,Snyder's-Lance Inc,2021,www.snyderslance.com,USA,LNCE
DISTRIBUTION SOLUTIO GRO INC,Distribution Solutions Group Inc,2021,www.lawsonproducts.com,USA,DSGR
LEGGETT & PLATT INC,Leggett & Platt Inc,2021,www.leggett.com,USA,LEG
LEGG MASON INC,Legg Mason Inc,2021,www.leggmason.com,USA,LM
4LICENSING CORP,4Licensing Corp,2021,www.4licensingcorp.com,USA,FOURQ
LENNAR CORP,Lennar Corp,2021,www.lennar.com,USA,LEN
LESCARDEN INC,Lescarden Inc,2021,www.lescarden.com,USA,LCAR
JEFFERIES FINANCIAL GRP INC,Jefferies Financial Group Inc,2021,www.jefferies.com,USA,JEF
START SCIENTIFIC INC,Start Scientific Inc,2021,stsc-oil.com,USA,STSC
LILLY (ELI) & CO,Eli Lilly and Co,2021,www.lilly.com,USA,LLY
BATH & BODY WORKS INC,Bath & Body Works Inc,2021,www.bbwinc.com,USA,BBWI
LINCOLN ELECTRIC HLDGS INC,Lincoln Electric Holdings Inc,2021,www.lincolnelectric.com,USA,LECO
LINCOLN NATIONAL CORP,Lincoln National Corp,2021,www.lfg.com,USA,LNC
KATE SPADE & CO,Kate Spade & Co,2021,www.katespadeandcompany.com,USA,KATE
LOCKHEED MARTIN CORP,Lockheed Martin Corp,2021,www.lockheedmartin.com,USA,LMT
LOEWS CORP,Loews Corp,2021,www.loews.com,USA,L
RANGE RESOURCES CORP,Range Resources Corp.,2021,www.rangeresources.com,USA,RRC
FIRST ACCEPTANCE CORP,First Acceptance Corp,2021,www.acceptanceinsurance.com,USA,FACO
LOUISIANA-PACIFIC CORP,Louisiana-Pacific Corp,2021,www.lpcorp.com,USA,LPX
ENTERGY LOUISIANA LLC,Entergy Louisiana LLC,2021,www.entergy-louisiana.com,USA,ETR2
LOWE'S COS INC,Lowe's Cos Inc,2021,www.lowes.com,USA,LOW
LUBYS INC,Luby's Inc.,2021,www.lubysinc.com,USA,LUB
LYDALL INC,Lydall Inc.,2021,www.lydall.com,USA,LDL
LGL GROUP INC,LGL Group Inc (The),2021,www.lglgroup.com,USA,LGL
MDC HOLDINGS INC,M.D.C. Holdings Inc.,2021,www.mdcholdings.com,USA,MDC
MDU RESOURCES GROUP INC,MDU Resources Group Inc.,2021,www.mdu.com,USA,MDU
MTS SYSTEMS CORP,MTS Systems Corp,2021,www.mts.com,USA,MTSC
MGE ENERGY INC,MGE Energy Inc,2021,www.mgeenergy.com,USA,MGEE
MAGELLAN PETROLEUM CORP,Magellan Petroleum Corp,2021,www.magellanpetroleum.com,USA,MPET
MANITOWOC CO,Manitowoc Co Inc (The),2021,www.manitowoc.com,USA,MTW
MARATHON OIL CORP,Marathon Oil Corp,2021,www.marathonoil.com,USA,MRO
MARCUS CORP,Marcus Corp (The),2021,www.marcuscorp.com,USA,MCS
MARINE PETROLEUM TRUST,Marine Petroleum Trust,2021,www.marps-marine.com,USA,MARPS
HOST HOTELS & RESORTS INC,Host Hotels & Resorts Inc,2021,www.hosthotels.com,USA,HST
MARSH & MCLENNAN COS,Marsh & McLennan Companies Inc,2021,www.mmc.com,USA,MMC
MASCO CORP,Masco Corporation,2021,masco.com,USA,MAS
CCUR HOLDINGS INC,CCUR Holdings Inc,2021,www.ccurholdings.com,USA,CCUR
IMMUNE THERAPEUTICS INC,Immune Therapeutics Inc,2021,www.immunetherapeutics.com,USA,IMUN
MATTEL INC,Mattel Inc.,2021,www.mattel.com,USA,MAT
MAUI LAND & PINEAPPLE CO,Maui Land & Pineapple Co Inc.,2021,www.mauiland.com,USA,MLP
MAXWELL TECHNOLOGIES INC,Maxwell Technologies Inc,2021,www.maxwell.com,USA,MXWL
MAYS (J.W.) INC,J. W. Mays Inc,2021,www.jwmays.com,USA,MAYS
MCCORMICK & CO INC,McCormick & Co Inc,2021,www.mccormickcorporation.com,USA,MKC
MCDONALD'S CORP,McDonald's Corp,2021,corporate.mcdonalds.com,USA,MCD
MCGRATH RENTCORP,McGrath RentCorp,2021,www.mgrc.com,USA,MGRC
S&P GLOBAL INC,S&P Global Inc,2021,www.spglobal.com,USA,SPGI
MCKESSON CORP,McKesson Corp,2021,www.mckesson.com,USA,MCK
MCRAE INDUSTRIES  -CL A,McRae Industries Inc.,2021,www.mcraeindustries.com,USA,MCRAA
SOLUNA HOLDINGS INC,Soluna Holdings Inc,2021,www.solunacomputing.com,USA,SLNH
GENCOR INDUSTRIES INC,Gencor Industries Inc,2021,www.gencor.com,USA,GENC
PASSUR AEROSPACE INC,PASSUR Aerospace Inc,2021,www.passur.com,USA,PSSR
CVS HEALTH CORP,CVS Health Corp,2021,www.cvshealth.com,USA,CVS
MENTOR GRAPHICS CORP,Mentor Graphics Corp,2021,www.mentor.com,USA,MENT
MERCK & CO,Merck & Co Inc,2021,www.merck.com,USA,MRK
MEREDITH CORP,Meredith Corp,2021,www.meredith.com,USA,MDP
MESA LABORATORIES INC,Mesa Laboratories Inc,2021,www.mesalabs.com,USA,MLAB
MESA ROYALTY TRUST,Mesa Royalty Trust,2021,mtr.q4web.com/home/default.aspx,USA,MTR
MESABI TRUST,Mesabi Trust,2021,www.mesabi-trust.com,USA,MSB
METHODE ELECTRONICS INC,Methode Electronics Inc,2021,www.methode.com,USA,MEI
EVI INDUSTRIES INC,Evi Industries Inc,2021,www.evi-ind.com,USA,EVI
METROPOLITAN EDISON,Metropolitan Edison,2021,www.firstenergycorp.com,USA,GPU1
MEXCO ENERGY CORP,Mexco Energy Corp,2021,www.mexcoenergy.com,USA,MXC
SIEBERT FINANCIAL CORP,Siebert Financial Corp.,2021,www.siebert.com,USA,SIEB
MICHAELS COS INC,Michaels Cos Inc (The),2021,www.michaels.com,USA,MIK
MICROS SYSTEMS INC,MICROS Systems Inc,2021,www.micros.com,USA,MCRS
MICRON TECHNOLOGY INC,Micron Technology Inc.,2021,www.micron.com,USA,MU
MICROPAC INDUSTRIES INC,Micropac Industries Inc,2021,www.micropac.com,USA,MPAD
MICROSEMI CORP,Microsemi Corp,2021,www.microsemi.com,USA,MSCC
MICROWAVE FILTER CO INC,Microwave Filter Co Inc,2021,www.microwavefilter.com,USA,MFCO
ENTERGY CORP,Entergy corporation,2021,www.entergy.com,USA,ETR
MIDDLESEX WATER CO,Middlesex Water Co,2021,www.middlesexwater.com,USA,MSEX
MIKROS SYSTEMS CORP,Mikros Systems Corp,2021,www.mikrossystems.com,USA,MKRS
MILLERKNOLL INC,MillerKnoll Inc,2021,www.millerknoll.com,USA,MLKN
MILLER INDUSTRIES INC,Miller Industries Inc,2021,www.millerind.com,USA,MLLS
MSA SAFETY INC,MSA Safety Inc,2021,www.msasafety.com,USA,MSA
EXCO RESOURCES INC,EXCO Resources Inc,2021,www.excoresources.com,USA,EXCE
3M CO,3M Co,2021,www.3m.com,USA,MMM
ALLETE INC,ALLETE Inc.,2021,www.allete.com,USA,ALE
ENTERGY MISSISSSIPPI,Entergy Mississsippi,2021,www.entergy-mississippi.com,USA,ETR4
MISSISSIPPI POWER CO,Mississippi Power Co,2021,www.mississippipower.com,USA,SO4
MOCON INC,MOCON Inc,2021,www.mocon.com,USA,MOCO
MODINE MANUFACTURING CO,Modine Manufacturing Co,2021,www.modine.com,USA,MOD
MOLYCORP INC,Molycorp Inc,2021,www.molycorp.com,USA,MCPIQ
MONARCH CEMENT CO,Monarch Cement Co,2021,monarchcement.com,USA,MCEM
MONMOUTH RE INVESTMENT CP,Monmouth Real Estate Investment Corp,2021,www.mreic.reit,USA,MNR
QUIDEL CORP,Quidel Corp,2021,www.quidel.com,USA,QDEL
MONONGAHELA POWER,Monongahela Power,2021,www.firstenergycorp.com,USA,AYE1
MONTGOMERY STREET INCOME SEC,Montgomery Street Income Securities Inc.,2021,www.montgomerystreetincome.com,USA,MTS
MOOG INC  -CL A,Moog Inc.,2021,www.moog.com,USA,MOG.A
RUBY TUESDAY INC,Ruby Tuesday Inc,2021,www.rubytuesday.com,USA,RT
MOTOROLA SOLUTIONS INC,Motorola Solutions Inc,2021,www.motorolasolutions.com,USA,MSI
QUESTAR PIPELINE CO,Questar Pipeline Co,2021,www.questarpipeline.com,USA,STR2
QUESTAR GAS CO,Questar Gas Co,2021,www.dominionenergy.com,USA,STR1
MURPHY OIL CORP,Murphy Oil Corp,2021,www.murphyoilcorp.com,USA,MUR
INTERGROUP CORP,Intergroup Corp (The),2021,www.intgla.com,USA,INTG
MYERS INDUSTRIES INC,Myers Industries Inc.,2021,www.myersindustries.com,USA,MYE
VIATRIS INC,Viatris Inc,2021,www.viatris.com,USA,VTRS
BANK OF AMERICA CORP,Bank of America Corp,2021,www.bankofamerica.com,USA,BAC
NCR CORP,NCR Corp,2021,www.ncr.com,USA,NCR
NL INDUSTRIES,NL Industries Inc.,2021,nl-ind.com,USA,NL
INERGETICS INC,Inergetics Inc,2021,www.inergetics.com,USA,NRTI
BIOMERICA INC,Biomerica Inc,2021,www.biomerica.com,USA,BMRA
NANOMETRICS INC,Nanometrics Inc,2021,www.ontoinnovation.com,USA,NANO
NAPCO SECURITY TECH INC,NAPCO Security Technologies Inc,2021,www.napcosecurity.com,USA,NSSC
NATHAN'S FAMOUS INC,Nathan's Famous Inc,2021,www.nathansfamous.com,USA,NATH
NATIONAL FUEL GAS CO,National Fuel Gas Co,2021,www.nationalfuel.com,USA,NFG
NATIONAL HEALTHCARE CORP,National Healthcare Corp,2021,www.nhccare.com,USA,NHC
TENET HEALTHCARE CORP,Tenet Healthcare Corp,2021,www.tenethealth.com,USA,THC
GP STRATEGIES CORP,GP Strategies Corp,2021,www.gpstrategies.com,USA,GPX
NPC RESTAURANT HOLDINGS LLC,NPC Restaurant Holdings LLC,2021,www.npcinternational.com,USA,0738B
NATIONAL PRESTO INDS INC,National Presto Industries Inc.,2021,www.gopresto.com,USA,NPK
NATIONAL RURAL UTIL COOP CP,National Rural Utilities Cooperative Finance Corp,2021,www.nrucfc.coop,USA,7252B
NBTY INC,NBTY Inc,2021,www.bountifulcompany.com,USA,0170A
NATURES SUNSHINE PRODS INC,Nature's Sunshine Products Inc,2021,www.naturessunshine.com,USA,NATR
CREDITRISKMONITOR.COM INC,Creditriskmonitor.com Inc,2021,www.creditriskmonitor.com,USA,CRMZ
NEW JERSEY RESOURCES CORP,New Jersey Resources Corp,2021,www.njresources.com,USA,NJR
ENTERGY NEW ORLEANS,Entergy New Orleans,2021,www.entergy-neworleans.com,USA,ETR3
NUVERA COMMUNICATIONS INC,Nuvera Communications Inc,2021,www.nuvera.net,USA,NUVR
NEW YORK TIMES CO  -CL A,The New York Times Company,2021,www.nytco.com,USA,NYT
